Año,Mes,División,Grupo,Clase,Subclase,Producto,Glosa,Ponderación,Índice,Variación Mensual (%),Variación Acumulada (%),Variación 12 Meses (%),Incidencia Mensual (%),Incidencia Acumulada (%),Incidencia 12 Meses (%),nombre_mes
2025,6,6.0,3.0,,,,SERVICIOS DE HOSPITALIZACIÓN,0.8414,108.87,0.1,2.4,2.5,0.001,0.02,0.021,6
2025,6,6.0,3.0,1.0,,,SERVICIOS DE HOSPITALIZACIÓN,0.8414,108.87,0.1,2.4,2.5,0.001,0.02,0.021,6
2025,6,6.0,3.0,1.0,1.0,,SERVICIOS DE HOSPITALIZACIÓN,0.8414,108.87,0.1,2.4,2.5,0.001,0.02,0.021,6
2025,6,6.0,3.0,1.0,1.0,1.0,SERVICIOS DE HOSPITALIZACIÓN,0.8414,108.87,0.1,2.4,2.5,0.001,0.02,0.021,6
2025,6,6.0,4.0,,,,SERVICIOS DE LABORATORIO Y DIAGNÓSTICO POR IMAGEN,0.66573,111.45,0.2,4.0,3.5,0.001,0.027,0.024,6
2025,6,6.0,4.0,1.0,,,SERVICIOS DE LABORATORIO Y DIAGNÓSTICO POR IMAGEN,0.66573,111.45,0.2,4.0,3.5,0.001,0.027,0.024,6
2025,6,6.0,4.0,1.0,1.0,,EXÁMENES DE IMAGENOLOGÍA Y RADIOLOGÍA,0.36317,111.89,0.4,3.9,3.2,0.001,0.014,0.012,6
2025,6,6.0,4.0,1.0,1.0,1.0,EXÁMENES DE IMAGENOLOGÍA Y RADIOLOGÍA,0.36317,111.89,0.4,3.9,3.2,0.001,0.014,0.012,6
2025,6,6.0,4.0,1.0,2.0,,EXÁMENES DE LABORATORIO CLÍNICO,0.30256,110.92,0.0,4.1,3.9,0.0,0.012,0.012,6
2025,6,6.0,4.0,1.0,2.0,1.0,EXÁMENES DE LABORATORIO CLÍNICO,0.30256,110.92,0.0,4.1,3.9,0.0,0.012,0.012,6
2025,6,7.0,,,,,TRANSPORTE,13.45108,102.69,0.1,0.8,0.8,0.009,0.106,0.107,6
2025,6,7.0,1.0,,,,ADQUISICIÓN DE VEHÍCULOS,3.9769,100.08,-0.2,0.5,1.5,-0.009,0.02,0.056,6
2025,6,7.0,1.0,1.0,,,AUTOMÓVILES,3.85913,100.11,-0.1,0.5,1.4,-0.005,0.019,0.053,6
2025,6,7.0,1.0,1.0,1.0,,AUTOMÓVILES NUEVOS,3.63561,100.87,-0.2,0.6,1.7,-0.006,0.02,0.06,6
2025,6,7.0,1.0,1.0,1.0,1.0,AUTOMÓVILES NUEVOS,3.63561,100.87,-0.2,0.6,1.7,-0.006,0.02,0.06,6
2025,6,7.0,1.0,1.0,2.0,,AUTOMÓVILES USADOS,0.22352,87.73,0.6,-0.6,-3.5,0.001,-0.001,-0.007,6
2025,6,7.0,1.0,1.0,2.0,1.0,AUTOMÓVILES USADOS,0.22352,87.73,0.6,-0.6,-3.5,0.001,-0.001,-0.007,6
2025,6,7.0,1.0,2.0,,,MOTOCICLETAS,0.08329,103.08,-1.0,0.6,2.1,-0.001,0.0,0.002,6
2025,6,7.0,1.0,2.0,1.0,,MOTOCICLETAS,0.08329,103.08,-1.0,0.6,2.1,-0.001,0.0,0.002,6
2025,6,7.0,1.0,2.0,1.0,1.0,MOTOCICLETAS,0.08329,103.08,-1.0,0.6,2.1,-0.001,0.0,0.002,6
2025,6,7.0,1.0,3.0,,,BICICLETAS,0.03448,89.22,-10.6,2.1,6.4,-0.003,0.001,0.002,6
2025,6,7.0,1.0,3.0,1.0,,BICICLETAS,0.03448,89.22,-10.6,2.1,6.4,-0.003,0.001,0.002,6
2025,6,7.0,1.0,3.0,1.0,1.0,BICICLETAS,0.03448,89.22,-10.6,2.1,6.4,-0.003,0.001,0.002,6
2025,6,7.0,2.0,,,,FUNCIONAMIENTO DE EQUIPOS DE TRANSPORTE PERSONAL,6.4502,103.02,-0.1,1.5,-2.8,-0.006,0.091,-0.185,6
2025,6,7.0,2.0,1.0,,,REPUESTOS Y ACCESORIOS PARA VEHÍCULOS PERSONALES,0.4555,109.37,0.3,5.4,8.4,0.001,0.024,0.038,6
2025,6,7.0,2.0,1.0,1.0,,NEUMÁTICOS,0.10851,108.6,-1.7,2.0,5.6,-0.002,0.002,0.006,6
2025,6,7.0,2.0,1.0,1.0,1.0,NEUMÁTICOS,0.10851,108.6,-1.7,2.0,5.6,-0.002,0.002,0.006,6
2025,6,7.0,2.0,1.0,2.0,,REPUESTOS PARA EL AUTOMÓVIL,0.27028,105.53,-0.6,1.9,3.5,-0.002,0.005,0.009,6
2025,6,7.0,2.0,1.0,2.0,1.0,REPUESTOS MECÁNICOS PARA EL AUTOMÓVIL,0.20463,105.8,-0.4,3.1,2.9,-0.001,0.006,0.006,6
2025,6,7.0,2.0,1.0,2.0,2.0,REPUESTOS ELÉCTRICOS PARA EL AUTOMÓVIL,0.06565,104.66,-1.3,-1.9,5.1,-0.001,-0.001,0.003,6
2025,6,7.0,2.0,1.0,3.0,,ACCESORIOS PARA VEHÍCULOS PERSONALES,0.07671,124.01,5.5,23.1,32.0,0.005,0.017,0.022,6
2025,6,7.0,2.0,1.0,3.0,1.0,ACCESORIOS PARA VEHÍCULOS PERSONALES,0.07671,124.01,5.5,23.1,32.0,0.005,0.017,0.022,6
2025,6,7.0,2.0,2.0,,,COMBUSTIBLES PARA VEHÍCULOS PERSONALES,3.88504,98.02,-0.4,-0.2,-8.4,-0.014,-0.006,-0.336,6
2025,6,7.0,2.0,2.0,1.0,,PETRÓLEO DIÉSEL,0.49502,90.87,-1.4,-1.4,-7.4,-0.006,-0.006,-0.035,6
2025,6,7.0,2.0,2.0,1.0,1.0,PETRÓLEO DIÉSEL,0.49502,90.87,-1.4,-1.4,-7.4,-0.006,-0.006,-0.035,6
2025,6,7.0,2.0,2.0,2.0,,GASOLINA,3.39002,99.06,-0.3,0.0,-8.5,-0.008,0.0,-0.301,6
2025,6,7.0,2.0,2.0,2.0,1.0,GASOLINA,3.39002,99.06,-0.3,0.0,-8.5,-0.008,0.0,-0.301,6
2025,6,7.0,2.0,3.0,,,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS PERSONALES,1.07699,110.77,0.6,3.5,6.9,0.007,0.038,0.074,6
2025,6,7.0,2.0,3.0,1.0,,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS PERSONALES,1.07699,110.77,0.6,3.5,6.9,0.007,0.038,0.074,6
2025,6,7.0,2.0,3.0,1.0,1.0,MANTENCIÓN Y REPARACIÓN DE VEHÍCULOS PERSONALES,1.03862,110.65,0.6,3.5,6.9,0.007,0.036,0.071,6
2025,6,7.0,2.0,3.0,1.0,2.0,SERVICIOS DE LAVADO DEL AUTOMÓVIL,0.03837,114.09,0.0,4.3,7.2,0.0,0.002,0.003,6
2025,6,7.0,2.0,4.0,,,OTROS SERVICIOS RELATIVOS A VEHÍCULOS PERSONALES,1.03267,110.93,0.1,3.3,3.7,0.001,0.035,0.039,6
2025,6,7.0,2.0,4.0,1.0,,SERVICIOS DE ESTACIONAMIENTO,0.2118,107.8,0.2,2.2,3.1,0.0,0.005,0.007,6
2025,6,7.0,2.0,4.0,1.0,1.0,SERVICIOS DE ESTACIONAMIENTO,0.2118,107.8,0.2,2.2,3.1,0.0,0.005,0.007,6
2025,6,7.0,2.0,4.0,2.0,,SERVICIOS DE PEAJE,0.74954,111.85,0.0,3.6,3.6,0.0,0.028,0.028,6
2025,6,7.0,2.0,4.0,2.0,1.0,SERVICIOS DE PEAJE,0.74954,111.85,0.0,3.6,3.6,0.0,0.028,0.028,6
2025,6,7.0,2.0,4.0,3.0,,SERVICIOS VINCULADOS A LA CIRCULACIÓN DEL VEHÍCULO,0.07133,110.57,0.4,4.0,6.1,0.0,0.003,0.004,6
2025,6,7.0,2.0,4.0,3.0,1.0,REVISIÓN TÉCNICA DEL AUTOMÓVIL,0.05231,110.93,0.0,4.1,5.9,0.0,0.002,0.003,6
2025,6,7.0,2.0,4.0,3.0,2.0,LICENCIAS DE CONDUCIR,0.01902,109.58,1.4,3.6,6.5,0.0,0.001,0.001,6
2025,6,7.0,3.0,,,,TRANSPORTE DE PASAJEROS,2.99686,105.43,0.8,-0.2,8.3,0.022,-0.005,0.233,6
2025,6,7.0,3.0,1.0,,,TRANSPORTE DE PASAJEROS POR CARRETERA,1.43655,107.96,1.5,1.5,5.1,0.021,0.021,0.073,6
2025,6,7.0,3.0,1.0,1.0,,TRANSPORTE COLECTIVO DE PASAJEROS,0.81747,108.23,4.4,3.0,5.8,0.034,0.024,0.047,6
2025,6,7.0,3.0,1.0,1.0,1.0,TRANSPORTE EN MICROBUS,0.28767,107.22,0.0,3.4,5.0,0.0,0.01,0.014,6
2025,6,7.0,3.0,1.0,1.0,2.0,TRANSPORTE EN BUS INTERURBANO,0.27451,107.46,13.2,2.9,7.4,0.032,0.008,0.02,6
2025,6,7.0,3.0,1.0,1.0,3.0,TRANSPORTE EN TAXI COLECTIVO,0.25529,110.19,0.9,2.7,5.0,0.002,0.007,0.013,6
2025,6,7.0,3.0,1.0,2.0,,TRANSPORTE PRIVADO DE PASAJEROS,0.43574,103.49,-3.0,-3.5,3.1,-0.013,-0.015,0.013,6
2025,6,7.0,3.0,1.0,2.0,1.0,TRANSPORTE PRIVADO DE PASAJEROS,0.43574,103.49,-3.0,-3.5,3.1,-0.013,-0.015,0.013,6
2025,6,7.0,3.0,1.0,3.0,,TRANSPORTE ESCOLAR,0.18334,117.41,0.0,6.3,6.8,0.0,0.012,0.013,6
2025,6,7.0,3.0,1.0,3.0,1.0,TRANSPORTE ESCOLAR,0.18334,117.41,0.0,6.3,6.8,0.0,0.012,0.013,6
2025,6,7.0,3.0,2.0,,,TRANSPORTE AÉREO DE PASAJEROS,0.84581,97.98,0.1,-5.4,17.9,0.001,-0.044,0.122,6
2025,6,7.0,3.0,2.0,1.0,,TRANSPORTE AÉREO NACIONAL,0.19934,126.48,7.4,-0.9,18.2,0.016,-0.002,0.038,6
2025,6,7.0,3.0,2.0,1.0,1.0,TRANSPORTE AÉREO NACIONAL,0.19934,126.48,7.4,-0.9,18.2,0.016,-0.002,0.038,6
2025,6,7.0,3.0,2.0,2.0,,TRANSPORTE AÉREO INTERNACIONAL,0.64647,89.19,-2.7,-7.2,17.8,-0.015,-0.042,0.084,6
2025,6,7.0,3.0,2.0,2.0,1.0,TRANSPORTE AÉREO INTERNACIONAL,0.64647,89.19,-2.7,-7.2,17.8,-0.015,-0.042,0.084,6
2025,6,7.0,3.0,3.0,,,TRANSPORTE COMBINADO DE PASAJEROS,0.7145,109.16,0.0,2.6,5.3,0.0,0.019,0.038,6
2025,6,7.0,3.0,3.0,1.0,,TRANSPORTE COMBINADO DE PASAJEROS,0.7145,109.16,0.0,2.6,5.3,0.0,0.019,0.038,6
2025,6,7.0,3.0,3.0,1.0,1.0,TRANSPORTE COMBINADO DE PASAJEROS,0.7145,109.16,0.0,2.6,5.3,0.0,0.019,0.038,6
2025,6,7.0,4.0,,,,ENVÍO DE BIENES Y PAQUETERÍA,0.02712,103.75,5.1,-1.6,8.7,0.001,0.0,0.002,6
2025,6,7.0,4.0,1.0,,,ENVÍO DE BIENES Y PAQUETERÍA,0.02712,103.75,5.1,-1.6,8.7,0.001,0.0,0.002,6
2025,6,7.0,4.0,1.0,1.0,,ENVÍO DE BIENES Y PAQUETERÍA,0.02712,103.75,5.1,-1.6,8.7,0.001,0.0,0.002,6
2025,6,7.0,4.0,1.0,1.0,1.0,ENVÍO DE BIENES Y PAQUETERÍA,0.02712,103.75,5.1,-1.6,8.7,0.001,0.0,0.002,6
2025,6,8.0,,,,,INFORMACIÓN Y COMUNICACIÓN,6.64634,101.91,-0.3,0.7,0.5,-0.021,0.042,0.034,6
2025,6,8.0,1.0,,,,EQUIPOS Y ACCESORIOS DE INFORMACIÓN Y COMUNICACIÓN,2.13003,96.2,-2.1,-0.2,-2.7,-0.042,-0.005,-0.056,6
2025,6,8.0,1.0,1.0,,,EQUIPOS DE TELEFONÍA MÓVIL,1.012,88.69,-0.2,0.2,-6.5,-0.001,0.001,-0.061,6
2025,6,8.0,1.0,1.0,1.0,,EQUIPOS DE TELEFONÍA MÓVIL,1.012,88.69,-0.2,0.2,-6.5,-0.001,0.001,-0.061,6
2025,6,8.0,1.0,1.0,1.0,1.0,EQUIPOS DE TELEFONÍA MÓVIL,1.012,88.69,-0.2,0.2,-6.5,-0.001,0.001,-0.061,6
2025,6,8.0,1.0,2.0,,,COMPUTADORES,0.62115,101.22,-4.3,0.2,2.3,-0.026,0.001,0.014,6
2025,6,8.0,1.0,2.0,1.0,,COMPUTADORES,0.62115,101.22,-4.3,0.2,2.3,-0.026,0.001,0.014,6
2025,6,8.0,1.0,2.0,1.0,1.0,COMPUTADORES,0.62115,101.22,-4.3,0.2,2.3,-0.026,0.001,0.014,6
2025,6,8.0,1.0,3.0,,,EQUIPOS AUDIOVISUALES,0.41852,112.02,-1.9,-0.2,0.7,-0.008,-0.001,0.003,6
2025,6,8.0,1.0,3.0,1.0,,EQUIPOS AUDIOVISUALES,0.41852,112.02,-1.9,-0.2,0.7,-0.008,-0.001,0.003,6
2025,6,8.0,1.0,3.0,1.0,1.0,TELEVISORES,0.36974,116.63,-1.5,0.5,2.3,-0.006,0.002,0.009,6
2025,6,8.0,1.0,3.0,1.0,2.0,AUDÍFONOS Y PARLANTES,0.04878,77.08,-6.2,-7.0,-14.4,-0.002,-0.003,-0.006,6
2025,6,8.0,1.0,4.0,,,DISPOSITIVOS Y ACCESORIOS TECNOLÓGICOS,0.07836,68.91,-10.1,-11.2,-18.2,-0.006,-0.006,-0.012,6
2025,6,8.0,1.0,4.0,1.0,,DISPOSITIVOS Y ACCESORIOS TECNOLÓGICOS,0.07836,68.91,-10.1,-11.2,-18.2,-0.006,-0.006,-0.012,6
2025,6,8.0,1.0,4.0,1.0,1.0,DISPOSITIVOS Y ACCESORIOS TECNOLÓGICOS,0.07836,68.91,-10.1,-11.2,-18.2,-0.006,-0.006,-0.012,6
2025,6,8.0,2.0,,,,SERVICIOS DE INFORMACIÓN Y COMUNICACIÓN,4.51631,104.61,0.5,1.1,2.0,0.021,0.047,0.09,6
2025,6,8.0,2.0,1.0,,,SERVICIOS DE TELEFONÍA MÓVIL,1.89638,99.78,0.0,0.0,0.0,0.0,0.0,0.0,6
2025,6,8.0,2.0,1.0,1.0,,SERVICIOS DE TELEFONÍA MÓVIL,1.89638,99.78,0.0,0.0,0.0,0.0,0.0,0.0,6
2025,6,8.0,2.0,1.0,1.0,1.0,SERVICIOS DE TELEFONÍA MÓVIL,1.89638,99.78,0.0,0.0,0.0,0.0,0.0,0.0,6
2025,6,8.0,2.0,2.0,,,CONEXIÓN A INTERNET,0.53294,100.68,0.0,0.0,0.0,0.0,0.0,0.0,6
2025,6,8.0,2.0,2.0,1.0,,CONEXIÓN A INTERNET,0.53294,100.68,0.0,0.0,0.0,0.0,0.0,0.0,6
2025,6,8.0,2.0,2.0,1.0,1.0,CONEXIÓN A INTERNET,0.53294,100.68,0.0,0.0,0.0,0.0,0.0,0.0,6
2025,6,8.0,2.0,3.0,,,PACK DE TELECOMUNICACIONES,1.35714,102.92,0.0,0.0,1.4,0.0,0.0,0.018,6
2025,6,8.0,2.0,3.0,1.0,,PACK DE TELECOMUNICACIONES,1.35714,102.92,0.0,0.0,1.4,0.0,0.0,0.018,6
2025,6,8.0,2.0,3.0,1.0,1.0,PACK DE TELECOMUNICACIONES,1.35714,102.92,0.0,0.0,1.4,0.0,0.0,0.018,6
2025,6,8.0,2.0,4.0,,,SUSCRIPCIÓN A CONTENIDOS AUDIOVISUALES,0.72985,123.16,2.5,5.8,9.0,0.021,0.047,0.072,6
2025,6,8.0,2.0,4.0,1.0,,SUSCRIPCIÓN A CONTENIDOS AUDIOVISUALES,0.72985,123.16,2.5,5.8,9.0,0.021,0.047,0.072,6
2025,6,8.0,2.0,4.0,1.0,1.0,SUSCRIPCIÓN A CONTENIDOS AUDIOVISUALES,0.72985,123.16,2.5,5.8,9.0,0.021,0.047,0.072,6
2025,6,9.0,,,,,"RECREACIÓN, DEPORTES Y CULTURA",4.75354,104.71,-0.8,1.4,3.0,-0.038,0.067,0.138,6
2025,6,9.0,1.0,,,,EQUIPOS DE JUEGOS PARA RECREACIÓN,0.06251,100.99,-5.1,1.8,7.3,-0.003,0.001,0.004,6
2025,6,9.0,1.0,1.0,,,EQUIPOS DE JUEGOS PARA RECREACIÓN,0.06251,100.99,-5.1,1.8,7.3,-0.003,0.001,0.004,6
2025,6,9.0,1.0,1.0,1.0,,EQUIPOS DE JUEGOS PARA RECREACIÓN,0.06251,100.99,-5.1,1.8,7.3,-0.003,0.001,0.004,6
2025,6,9.0,1.0,1.0,1.0,1.0,EQUIPOS DE JUEGOS PARA RECREACIÓN,0.06251,100.99,-5.1,1.8,7.3,-0.003,0.001,0.004,6
2025,6,9.0,2.0,,,,BIENES PARA RECREACIÓN,0.69749,90.15,-4.2,-1.4,-3.1,-0.025,-0.008,-0.019,6
2025,6,9.0,2.0,1.0,,,"JUEGOS, JUGUETES Y ARTÍCULOS PARA CELEBRACIONES",0.46747,90.45,-4.0,1.1,-0.3,-0.016,0.004,-0.001,6
2025,6,9.0,2.0,1.0,1.0,,CONSOLAS Y VIDEOJUEGOS,0.09761,87.02,-3.9,-1.5,0.2,-0.003,-0.001,0.0,6
2025,6,9.0,2.0,1.0,1.0,1.0,CONSOLAS DE VIDEOJUEGOS,0.0493,88.7,-0.9,-2.3,2.2,0.0,-0.001,0.001,6
2025,6,9.0,2.0,1.0,1.0,2.0,VIDEOJUEGOS,0.04831,85.3,-6.9,-0.6,-1.8,-0.003,0.0,-0.001,6
2025,6,9.0,2.0,1.0,2.0,,JUGUETES,0.28281,88.58,-5.2,2.6,-1.1,-0.013,0.006,-0.003,6
2025,6,9.0,2.0,1.0,2.0,1.0,JUGUETES,0.28281,88.58,-5.2,2.6,-1.1,-0.013,0.006,-0.003,6
2025,6,9.0,2.0,1.0,3.0,,ARTÍCULOS PARA CELEBRACIONES,0.08705,100.38,-0.4,-0.7,1.7,0.0,-0.001,0.001,6
2025,6,9.0,2.0,1.0,3.0,1.0,ARTÍCULOS PARA CELEBRACIONES,0.08705,100.38,-0.4,-0.7,1.7,0.0,-0.001,0.001,6
2025,6,9.0,2.0,2.0,,,EQUIPOS PARA DEPORTES Y RECREACIÓN AL AIRE LIBRE,0.23002,89.53,-4.5,-6.1,-8.4,-0.009,-0.013,-0.018,6
2025,6,9.0,2.0,2.0,1.0,,EQUIPOS E IMPLEMENTOS DEPORTIVOS,0.1858,89.75,-5.6,-7.0,-9.4,-0.009,-0.012,-0.017,6
2025,6,9.0,2.0,2.0,1.0,1.0,EQUIPOS E IMPLEMENTOS DEPORTIVOS,0.1858,89.75,-5.6,-7.0,-9.4,-0.009,-0.012,-0.017,6
2025,6,9.0,2.0,2.0,2.0,,ARTÍCULOS DE CAMPING Y RECREACIÓN,0.04422,88.62,0.0,-1.6,-3.6,0.0,-0.001,-0.001,6
2025,6,9.0,2.0,2.0,2.0,1.0,ARTÍCULOS DE CAMPING Y RECREACIÓN,0.04422,88.62,0.0,-1.6,-3.6,0.0,-0.001,-0.001,6
2025,6,9.0,3.0,,,,PRODUCTOS DE JARDINERÍA Y PARA MASCOTAS,1.45545,99.64,-0.8,-1.4,-2.4,-0.01,-0.019,-0.035,6
2025,6,9.0,3.0,1.0,,,JARDINERÍA Y FLORISTERÍA,0.1613,105.76,-0.5,3.3,5.6,-0.001,0.005,0.009,6
2025,6,9.0,3.0,1.0,1.0,,JARDINERÍA Y FLORISTERÍA,0.1613,105.76,-0.5,3.3,5.6,-0.001,0.005,0.009,6
2025,6,9.0,3.0,1.0,1.0,1.0,PLANTAS Y PRODUCTOS DE JARDINERÍA,0.08194,102.82,0.0,-0.1,2.8,0.0,0.0,0.002,6
2025,6,9.0,3.0,1.0,1.0,2.0,ARREGLOS FLORALES,0.07936,108.79,-1.0,6.8,8.5,-0.001,0.005,0.007,6
2025,6,9.0,3.0,2.0,,,PRODUCTOS PARA MASCOTAS,1.29415,98.88,-0.8,-2.0,-3.4,-0.01,-0.025,-0.044,6
2025,6,9.0,3.0,2.0,1.0,,PRODUCTOS PARA MASCOTAS,1.29415,98.88,-0.8,-2.0,-3.4,-0.01,-0.025,-0.044,6
2025,6,9.0,3.0,2.0,1.0,1.0,ALIMENTOS PARA MASCOTAS,1.02148,96.1,-0.9,-2.8,-4.5,-0.008,-0.027,-0.045,6
2025,6,9.0,3.0,2.0,1.0,2.0,ACCESORIOS PARA MASCOTAS,0.16058,99.22,-1.4,-1.1,-1.7,-0.002,-0.002,-0.003,6
2025,6,9.0,3.0,2.0,1.0,3.0,MEDICAMENTOS Y PRODUCTOS VETERINARIOS,0.11209,123.65,0.6,2.9,3.1,0.001,0.004,0.004,6
2025,6,9.0,4.0,,,,SERVICIOS RECREATIVOS,1.0478,109.25,-0.1,4.3,4.5,-0.001,0.044,0.048,6
2025,6,9.0,4.0,1.0,,,SERVICIOS PARA MASCOTAS,0.50543,108.57,0.4,1.5,4.4,0.002,0.008,0.023,6
2025,6,9.0,4.0,1.0,1.0,,SERVICIOS PARA MASCOTAS,0.50543,108.57,0.4,1.5,4.4,0.002,0.008,0.023,6
2025,6,9.0,4.0,1.0,1.0,1.0,SERVICIOS PARA MASCOTAS,0.50543,108.57,0.4,1.5,4.4,0.002,0.008,0.023,6
2025,6,9.0,4.0,2.0,,,SERVICIOS RECREATIVOS Y DEPORTIVOS,0.50646,110.59,-0.6,7.3,4.8,-0.003,0.036,0.025,6
2025,6,9.0,4.0,2.0,1.0,,SERVICIOS PRESTADOS POR CENTROS RECREATIVOS,0.17783,113.82,0.0,5.4,6.9,0.0,0.01,0.013,6
2025,6,9.0,4.0,2.0,1.0,1.0,SERVICIOS PRESTADOS POR CENTROS RECREATIVOS,0.17783,113.82,0.0,5.4,6.9,0.0,0.01,0.013,6
2025,6,9.0,4.0,2.0,2.0,,SERVICIOS ASOCIADOS A LA PRÁCTICA DEPORTIVA,0.2521,100.81,0.2,3.4,1.6,0.0,0.008,0.004,6
2025,6,9.0,4.0,2.0,2.0,1.0,SERVICIOS ASOCIADOS A LA PRÁCTICA DEPORTIVA,0.2521,100.81,0.2,3.4,1.6,0.0,0.008,0.004,6
2025,6,9.0,4.0,2.0,3.0,,ENTRADAS A ESPECTÁCULOS DEPORTIVOS,0.07653,135.3,-3.5,23.5,9.4,-0.003,0.019,0.009,6
2025,6,9.0,4.0,2.0,3.0,1.0,ENTRADAS A ESPECTÁCULOS DEPORTIVOS,0.07653,135.3,-3.5,23.5,9.4,-0.003,0.019,0.009,6
2025,6,9.0,4.0,3.0,,,JUEGOS DE AZAR,0.03591,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6
2025,6,9.0,4.0,3.0,1.0,,JUEGOS DE AZAR,0.03591,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6
2025,6,9.0,4.0,3.0,1.0,1.0,JUEGOS DE AZAR,0.03591,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6
2025,6,9.0,5.0,,,,INSTRUMENTOS MUSICALES,0.12146,93.27,-5.6,0.8,-5.5,-0.006,0.001,-0.006,6
2025,6,9.0,5.0,1.0,,,INSTRUMENTOS MUSICALES,0.12146,93.27,-5.6,0.8,-5.5,-0.006,0.001,-0.006,6
2025,6,9.0,5.0,1.0,1.0,,INSTRUMENTOS MUSICALES,0.12146,93.27,-5.6,0.8,-5.5,-0.006,0.001,-0.006,6
2025,6,9.0,5.0,1.0,1.0,1.0,INSTRUMENTOS MUSICALES,0.12146,93.27,-5.6,0.8,-5.5,-0.006,0.001,-0.006,6
2025,6,9.0,6.0,,,,ENTRADAS A ESPECTÁCULOS CULTURALES,0.33898,115.5,-0.3,4.8,8.3,-0.001,0.017,0.029,6
2025,6,9.0,6.0,1.0,,,ENTRADAS A ESPECTÁCULOS CULTURALES,0.33898,115.5,-0.3,4.8,8.3,-0.001,0.017,0.029,6
2025,6,9.0,6.0,1.0,1.0,,ENTRADAS A ESPECTÁCULOS CULTURALES,0.33898,115.5,-0.3,4.8,8.3,-0.001,0.017,0.029,6
2025,6,9.0,6.0,1.0,1.0,1.0,ENTRADAS A ESPECTÁCULOS CULTURALES,0.33898,115.5,-0.3,4.8,8.3,-0.001,0.017,0.029,6
2025,6,9.0,7.0,,,,"DIARIOS, LIBROS Y PAPELERÍA",0.71708,104.65,1.4,0.6,2.0,0.009,0.004,0.014,6
2025,6,9.0,7.0,1.0,,,TEXTOS EDUCATIVOS Y LIBROS,0.36597,110.79,3.3,3.3,5.2,0.012,0.012,0.019,6
2025,6,9.0,7.0,1.0,1.0,,TEXTOS EDUCATIVOS,0.12168,107.23,0.0,3.4,3.4,0.0,0.004,0.004,6
2025,6,9.0,7.0,1.0,1.0,1.0,TEXTOS EDUCATIVOS,0.12168,107.23,0.0,3.4,3.4,0.0,0.004,0.004,6
2025,6,9.0,7.0,1.0,2.0,,LIBROS,0.24429,112.57,5.0,3.3,6.1,0.012,0.008,0.015,6
2025,6,9.0,7.0,1.0,2.0,1.0,LIBROS,0.24429,112.57,5.0,3.3,6.1,0.012,0.008,0.015,6
2025,6,9.0,7.0,2.0,,,DIARIOS,0.03039,105.75,-5.3,-7.0,-3.6,-0.002,-0.002,-0.001,6
2025,6,9.0,7.0,2.0,1.0,,DIARIOS,0.03039,105.75,-5.3,-7.0,-3.6,-0.002,-0.002,-0.001,6
2025,6,9.0,7.0,2.0,1.0,1.0,DIARIOS,0.03039,105.75,-5.3,-7.0,-3.6,-0.002,-0.002,-0.001,6
2025,6,9.0,7.0,3.0,,,ARTÍCULOS DE ESCRITORIO Y ARTES MANUALES,0.32072,97.53,-0.4,-2.0,-1.3,-0.001,-0.006,-0.004,6
2025,6,9.0,7.0,3.0,1.0,,ARTÍCULOS DE ESCRITORIO Y ARTES MANUALES,0.32072,97.53,-0.4,-2.0,-1.3,-0.001,-0.006,-0.004,6
2025,6,9.0,7.0,3.0,1.0,1.0,ARTÍCULOS DE ESCRITORIO Y ARTES MANUALES,0.32072,97.53,-0.4,-2.0,-1.3,-0.001,-0.006,-0.004,6
2025,6,9.0,8.0,,,,PAQUETES TURÍSTICOS,0.31277,139.13,0.1,7.1,32.6,0.0,0.027,0.104,6
2025,6,9.0,8.0,1.0,,,PAQUETES TURÍSTICOS,0.31277,139.13,0.1,7.1,32.6,0.0,0.027,0.104,6
2025,6,9.0,8.0,1.0,1.0,,PAQUETES TURÍSTICOS,0.31277,139.13,0.1,7.1,32.6,0.0,0.027,0.104,6
2025,6,9.0,8.0,1.0,1.0,1.0,PAQUETES TURÍSTICOS INTERNACIONALES,0.2564,139.11,1.1,6.9,33.2,0.004,0.022,0.086,6
2025,6,9.0,8.0,1.0,1.0,2.0,PAQUETES TURÍSTICOS NACIONALES,0.05637,139.19,-4.4,8.2,30.2,-0.003,0.006,0.018,6
2025,6,10.0,,,,,EDUCACIÓN,4.19831,113.2,0.0,5.2,5.2,0.0,0.222,0.228,6
2025,6,10.0,1.0,,,,ENSEÑANZA PRE-ESCOLAR Y ENSEÑANZA BÁSICA,1.44971,112.51,0.0,4.4,4.4,0.0,0.065,0.066,6
2025,6,10.0,1.0,1.0,,,ENSEÑANZA PRE-ESCOLAR Y ENSEÑANZA BÁSICA,1.44971,112.51,0.0,4.4,4.4,0.0,0.065,0.066,6
2025,6,10.0,1.0,1.0,1.0,,ENSEÑANZA PRE-ESCOLAR Y ENSEÑANZA BÁSICA,1.44971,112.51,0.0,4.4,4.4,0.0,0.065,0.066,6
