Año,Mes,División,Grupo,Clase,Subclase,Producto,Glosa,Ponderación,Índice,Variación Mensual (%),Variación Acumulada (%),Variación 12 Meses (%),Incidencia Mensual (%),Incidencia Acumulada (%),Incidencia 12 Meses (%),nombre_mes
2024,8,1.0,1.0,7.0,3.0,1.0,LEGUMBRES SECAS,0.12616,116.09,3.9,11.3,,0.005,0.015,,8
2024,8,1.0,1.0,7.0,4.0,,VERDURAS CONGELADAS,0.12297,99.18,-2.6,0.2,,-0.003,0.0,,8
2024,8,1.0,1.0,7.0,4.0,1.0,VERDURAS CONGELADAS,0.12297,99.18,-2.6,0.2,,-0.003,0.0,,8
2024,8,1.0,1.0,7.0,5.0,,OTRAS PREPARACIONES DE VEGETALES,0.38941,108.53,1.2,6.7,,0.005,0.026,,8
2024,8,1.0,1.0,7.0,5.0,1.0,PAPAS FRITAS,0.15577,108.93,-0.2,9.4,,0.0,0.014,,8
2024,8,1.0,1.0,7.0,5.0,2.0,VERDURAS ENCURTIDAS,0.07432,122.08,3.1,18.5,,0.003,0.014,,8
2024,8,1.0,1.0,7.0,5.0,3.0,PAPAS CONGELADAS Y DESHIDRATADAS,0.07302,104.31,1.2,-1.0,,0.001,-0.001,,8
2024,8,1.0,1.0,7.0,5.0,4.0,HORTALIZAS EN CONSERVA,0.05416,97.98,1.6,-3.9,,0.001,-0.002,,8
2024,8,1.0,1.0,7.0,5.0,5.0,SUSTITUTOS VEGETALES DE CARNE,0.03214,102.71,2.3,2.4,,0.001,0.001,,8
2024,8,1.0,1.0,8.0,,,"AZÚCAR, CONFITES Y POSTRES",1.0901,106.61,0.7,2.9,,0.008,0.033,,8
2024,8,1.0,1.0,8.0,1.0,,AZÚCAR,0.12692,105.38,-1.1,-1.7,,-0.001,-0.002,,8
2024,8,1.0,1.0,8.0,1.0,1.0,AZÚCAR,0.12692,105.38,-1.1,-1.7,,-0.001,-0.002,,8
2024,8,1.0,1.0,8.0,2.0,,ENDULZANTES,0.05791,100.79,2.5,1.4,,0.001,0.001,,8
2024,8,1.0,1.0,8.0,2.0,1.0,ENDULZANTES,0.05791,100.79,2.5,1.4,,0.001,0.001,,8
2024,8,1.0,1.0,8.0,3.0,,MERMELADAS Y POSTRES NO LÁCTEOS,0.15275,104.27,5.3,1.4,,0.008,0.002,,8
2024,8,1.0,1.0,8.0,3.0,1.0,MERMELADAS,0.09165,105.72,6.9,2.2,,0.006,0.002,,8
2024,8,1.0,1.0,8.0,3.0,2.0,POSTRES NO LÁCTEOS,0.0611,102.1,3.0,0.3,,0.002,0.0,,8
2024,8,1.0,1.0,8.0,4.0,,CHOCOLATES,0.35149,111.03,1.0,8.4,,0.004,0.03,,8
2024,8,1.0,1.0,8.0,4.0,1.0,CHOCOLATES,0.35149,111.03,1.0,8.4,,0.004,0.03,,8
2024,8,1.0,1.0,8.0,5.0,,HELADOS,0.25666,103.16,-2.3,-2.0,,-0.006,-0.005,,8
2024,8,1.0,1.0,8.0,5.0,1.0,HELADOS,0.25666,103.16,-2.3,-2.0,,-0.006,-0.005,,8
2024,8,1.0,1.0,8.0,6.0,,CARAMELOS Y GOMAS DE MASCAR,0.14437,107.86,1.5,5.2,,0.002,0.008,,8
2024,8,1.0,1.0,8.0,6.0,1.0,CARAMELOS Y GOMAS DE MASCAR,0.14437,107.86,1.5,5.2,,0.002,0.008,,8
2024,8,1.0,1.0,9.0,,,PRODUCTOS ALIMENTICIOS VARIOS,1.47489,107.42,1.2,4.4,,0.019,0.067,,8
2024,8,1.0,1.0,9.0,1.0,,PLATOS PREPARADOS ADQUIRIDOS EN TIENDAS Y SUPERMERCADOS,0.66987,106.54,1.8,3.9,,0.012,0.026,,8
2024,8,1.0,1.0,9.0,1.0,1.0,PLATOS PREPARADOS ADQUIRIDOS EN TIENDAS Y SUPERMERCADOS,0.66987,106.54,1.8,3.9,,0.012,0.026,,8
2024,8,1.0,1.0,9.0,2.0,,ALIMENTOS PARA BEBÉ,0.07593,99.84,0.4,-0.2,,0.0,0.0,,8
2024,8,1.0,1.0,9.0,2.0,1.0,ALIMENTOS PARA BEBÉ,0.07593,99.84,0.4,-0.2,,0.0,0.0,,8
2024,8,1.0,1.0,9.0,3.0,,"ADEREZOS, SALSAS DE TOMATE Y SAL",0.37833,106.75,-2.0,4.3,,-0.008,0.017,,8
2024,8,1.0,1.0,9.0,3.0,1.0,ADEREZOS,0.24924,107.17,-2.9,6.3,,-0.008,0.016,,8
2024,8,1.0,1.0,9.0,3.0,2.0,SALSAS DE TOMATE,0.1046,106.31,-0.2,0.4,,0.0,0.0,,8
2024,8,1.0,1.0,9.0,3.0,3.0,SAL,0.02449,104.3,0.2,2.0,,0.0,0.0,,8
2024,8,1.0,1.0,9.0,4.0,,ALIÑOS,0.10145,125.21,10.6,20.3,,0.012,0.021,,8
2024,8,1.0,1.0,9.0,4.0,1.0,ALIÑOS,0.10145,125.21,10.6,20.3,,0.012,0.021,,8
2024,8,1.0,1.0,9.0,5.0,,OTROS PRODUCTOS ALIMENTICIOS,0.24931,105.84,0.9,1.1,,0.002,0.003,,8
2024,8,1.0,1.0,9.0,5.0,1.0,SUPLEMENTOS ALIMENTICIOS Y NUTRICIONALES,0.12902,108.34,-0.4,3.1,,-0.001,0.004,,8
2024,8,1.0,1.0,9.0,5.0,2.0,SOPAS Y CREMAS,0.07266,106.83,5.5,0.9,,0.004,0.001,,8
2024,8,1.0,1.0,9.0,5.0,3.0,MANJAR Y DULCES UNTABLES,0.04763,97.56,-2.1,-4.3,,-0.001,-0.002,,8
2024,8,1.0,2.0,,,,BEBIDAS NO ALCOHÓLICAS,2.24078,105.05,-1.1,3.2,,-0.026,0.073,,8
2024,8,1.0,2.0,1.0,,,JUGOS,0.37959,107.87,-1.7,6.0,,-0.007,0.023,,8
2024,8,1.0,2.0,1.0,1.0,,JUGOS,0.37959,107.87,-1.7,6.0,,-0.007,0.023,,8
2024,8,1.0,2.0,1.0,1.0,1.0,JUGOS LÍQUIDOS,0.31511,107.76,-1.7,5.6,,-0.005,0.018,,8
2024,8,1.0,2.0,1.0,1.0,2.0,JUGOS EN POLVO,0.06448,108.38,-2.0,8.0,,-0.001,0.005,,8
2024,8,1.0,2.0,2.0,,,CAFÉ Y SUCEDÁNEOS,0.21962,109.23,5.6,2.0,,0.012,0.005,,8
2024,8,1.0,2.0,2.0,1.0,,CAFÉ Y SUCEDÁNEOS,0.21962,109.23,5.6,2.0,,0.012,0.005,,8
2024,8,1.0,2.0,2.0,1.0,1.0,CAFÉ Y SUCEDÁNEOS,0.21962,109.23,5.6,2.0,,0.012,0.005,,8
2024,8,1.0,2.0,3.0,,,TÉ,0.18816,107.14,-3.0,-1.1,,-0.006,-0.002,,8
2024,8,1.0,2.0,3.0,1.0,,TÉ,0.18816,107.14,-3.0,-1.1,,-0.006,-0.002,,8
2024,8,1.0,2.0,3.0,1.0,1.0,TÉ,0.18816,107.14,-3.0,-1.1,,-0.006,-0.002,,8
2024,8,1.0,2.0,4.0,,,AGUA EMBOTELLADA,0.29368,102.27,-0.6,-0.2,,-0.002,0.0,,8
2024,8,1.0,2.0,4.0,1.0,,AGUA EMBOTELLADA,0.29368,102.27,-0.6,-0.2,,-0.002,0.0,,8
2024,8,1.0,2.0,4.0,1.0,1.0,AGUA EMBOTELLADA,0.29368,102.27,-0.6,-0.2,,-0.002,0.0,,8
2024,8,1.0,2.0,5.0,,,BEBIDAS GASEOSAS,0.96972,103.75,-2.2,4.9,,-0.022,0.046,,8
2024,8,1.0,2.0,5.0,1.0,,BEBIDAS GASEOSAS,0.96972,103.75,-2.2,4.9,,-0.022,0.046,,8
2024,8,1.0,2.0,5.0,1.0,1.0,BEBIDAS GASEOSAS,0.96972,103.75,-2.2,4.9,,-0.022,0.046,,8
2024,8,1.0,2.0,6.0,,,OTRAS BEBIDAS NO ALCOHÓLICAS,0.19001,103.47,-1.1,0.8,,-0.002,0.002,,8
2024,8,1.0,2.0,6.0,1.0,,OTRAS BEBIDAS NO ALCOHÓLICAS,0.19001,103.47,-1.1,0.8,,-0.002,0.002,,8
2024,8,1.0,2.0,6.0,1.0,2.0,OTRAS BEBIDAS NO ALCOHÓLICAS,0.19001,103.47,-1.1,0.8,,-0.002,0.002,,8
2024,8,2.0,,,,,BEBIDAS ALCOHÓLICAS Y TABACO,3.68125,103.51,0.3,2.7,,0.011,0.101,,8
2024,8,2.0,1.0,,,,BEBIDAS ALCOHÓLICAS,2.58728,103.4,0.4,3.3,,0.011,0.084,,8
2024,8,2.0,1.0,1.0,,,DESTILADOS,0.4421,97.34,-3.1,-1.7,,-0.013,-0.007,,8
2024,8,2.0,1.0,1.0,1.0,,DESTILADOS,0.4421,97.34,-3.1,-1.7,,-0.013,-0.007,,8
2024,8,2.0,1.0,1.0,1.0,1.0,OTROS DESTILADOS,0.28439,97.41,-3.1,-2.3,,-0.008,-0.007,,8
2024,8,2.0,1.0,1.0,1.0,2.0,PISCOS,0.15771,97.21,-3.2,-0.6,,-0.005,-0.001,,8
2024,8,2.0,1.0,2.0,,,VINOS,0.87882,104.28,0.7,6.0,,0.006,0.051,,8
2024,8,2.0,1.0,2.0,1.0,,VINOS,0.87882,104.28,0.7,6.0,,0.006,0.051,,8
2024,8,2.0,1.0,2.0,1.0,1.0,VINOS,0.87882,104.28,0.7,6.0,,0.006,0.051,,8
2024,8,2.0,1.0,3.0,,,CERVEZAS,1.16859,105.42,1.7,3.8,,0.02,0.044,,8
2024,8,2.0,1.0,3.0,1.0,,CERVEZAS,1.16859,105.42,1.7,3.8,,0.02,0.044,,8
2024,8,2.0,1.0,3.0,1.0,1.0,CERVEZAS,1.16859,105.42,1.7,3.8,,0.02,0.044,,8
2024,8,2.0,1.0,4.0,,,CÓCTELES Y LICORES,0.09777,98.9,-2.0,-3.6,,-0.002,-0.004,,8
2024,8,2.0,1.0,4.0,1.0,,CÓCTELES Y LICORES,0.09777,98.9,-2.0,-3.6,,-0.002,-0.004,,8
2024,8,2.0,1.0,4.0,1.0,1.0,CÓCTELES Y LICORES,0.09777,98.9,-2.0,-3.6,,-0.002,-0.004,,8
2024,8,2.0,2.0,,,,CIGARRILLOS,1.09397,103.75,0.0,1.5,,0.0,0.016,,8
2024,8,2.0,2.0,1.0,,,CIGARRILLOS,1.09397,103.75,0.0,1.5,,0.0,0.016,,8
2024,8,2.0,2.0,1.0,1.0,,CIGARRILLOS,1.09397,103.75,0.0,1.5,,0.0,0.016,,8
2024,8,2.0,2.0,1.0,1.0,1.0,CIGARRILLOS,1.09397,103.75,0.0,1.5,,0.0,0.016,,8
2024,8,3.0,,,,,VESTUARIO Y CALZADO,2.9004,95.7,2.4,-1.3,,0.062,-0.035,,8
2024,8,3.0,1.0,,,,VESTUARIO,1.88944,94.82,2.1,-1.2,,0.035,-0.022,,8
2024,8,3.0,1.0,1.0,,,VESTUARIO,1.75721,95.26,2.3,-0.5,,0.037,-0.009,,8
2024,8,3.0,1.0,1.0,1.0,,VESTUARIO PARA HOMBRES,0.65295,98.0,2.4,0.4,,0.015,0.002,,8
2024,8,3.0,1.0,1.0,1.0,1.0,PANTALONES PARA HOMBRE,0.23362,103.73,3.6,2.2,,0.008,0.005,,8
2024,8,3.0,1.0,1.0,1.0,2.0,CAMISAS Y POLERAS PARA HOMBRE,0.20592,96.92,2.6,2.9,,0.005,0.005,,8
2024,8,3.0,1.0,1.0,1.0,3.0,ROPA DE ABRIGO PARA HOMBRE,0.1666,91.76,1.3,-5.0,,0.002,-0.008,,8
2024,8,3.0,1.0,1.0,1.0,4.0,ROPA INTERIOR Y DE DORMIR PARA HOMBRE,0.04681,96.3,-0.5,-1.0,,0.0,0.0,,8
2024,8,3.0,1.0,1.0,2.0,,VESTUARIO PARA MUJERES,0.63683,92.7,2.6,-1.0,,0.015,-0.006,,8
2024,8,3.0,1.0,1.0,2.0,1.0,"PANTALONES, FALDAS Y VESTIDOS PARA MUJER",0.25794,97.72,6.1,2.5,,0.014,0.006,,8
2024,8,3.0,1.0,1.0,2.0,2.0,ROPA DE ABRIGO PARA MUJER,0.16703,83.36,-0.4,-5.7,,-0.001,-0.008,,8
2024,8,3.0,1.0,1.0,2.0,3.0,BLUSAS Y POLERAS PARA MUJER,0.12927,92.82,0.9,-2.3,,0.001,-0.003,,8
2024,8,3.0,1.0,1.0,2.0,4.0,"ROPA INTERIOR, DE BAÑO Y DE DORMIR PARA MUJER",0.08259,95.66,0.1,-1.1,,0.0,-0.001,,8
2024,8,3.0,1.0,1.0,3.0,,VESTUARIO INFANTIL,0.2639,89.31,3.2,-4.9,,0.007,-0.012,,8
2024,8,3.0,1.0,1.0,3.0,1.0,"PANTALONES, FALDAS Y VESTIDOS INFANTILES",0.09686,90.54,2.3,-5.3,,0.002,-0.005,,8
2024,8,3.0,1.0,1.0,3.0,2.0,POLERAS INFANTILES,0.06844,90.66,8.1,-4.9,,0.004,-0.003,,8
2024,8,3.0,1.0,1.0,3.0,3.0,ROPA DE ABRIGO INFANTIL,0.06459,84.91,1.6,-5.7,,0.001,-0.003,,8
2024,8,3.0,1.0,1.0,3.0,4.0,"ROPA INTERIOR, DE BAÑO Y DE DORMIR INFANTIL",0.03401,91.42,-0.2,-2.1,,0.0,-0.001,,8
2024,8,3.0,1.0,1.0,4.0,,VESTUARIO PARA LACTANTES,0.02419,87.49,2.0,-2.8,,0.0,-0.001,,8
2024,8,3.0,1.0,1.0,4.0,1.0,VESTUARIO PARA LACTANTES,0.02419,87.49,2.0,-2.8,,0.0,-0.001,,8
2024,8,3.0,1.0,1.0,5.0,,VESTUARIO ESCOLAR,0.17934,104.18,0.0,4.0,,0.0,0.007,,8
2024,8,3.0,1.0,1.0,5.0,1.0,VESTUARIO ESCOLAR,0.17934,104.18,0.0,4.0,,0.0,0.007,,8
2024,8,3.0,1.0,2.0,,,ACCESORIOS DE VESTIR,0.10312,82.64,-2.5,-15.9,,-0.002,-0.016,,8
2024,8,3.0,1.0,2.0,1.0,,ACCESORIOS DE VESTIR,0.10312,82.64,-2.5,-15.9,,-0.002,-0.016,,8
2024,8,3.0,1.0,2.0,1.0,1.0,ACCESORIOS DE VESTIR,0.10312,82.64,-2.5,-15.9,,-0.002,-0.016,,8
2024,8,3.0,1.0,3.0,,,SERVICIOS DE LIMPIEZA Y REPARACIÓN DE VESTUARIO,0.02911,111.52,0.7,8.6,,0.0,0.003,,8
2024,8,3.0,1.0,3.0,1.0,,SERVICIOS DE LIMPIEZA Y REPARACIÓN DE VESTUARIO,0.02911,111.52,0.7,8.6,,0.0,0.003,,8
2024,8,3.0,1.0,3.0,1.0,1.0,SERVICIOS DE LIMPIEZA Y REPARACIÓN DE VESTUARIO,0.02911,111.52,0.7,8.6,,0.0,0.003,,8
2024,8,3.0,2.0,,,,CALZADO,1.01096,97.34,3.0,-1.3,,0.027,-0.013,,8
2024,8,3.0,2.0,1.0,,,CALZADO,1.01096,97.34,3.0,-1.3,,0.027,-0.013,,8
2024,8,3.0,2.0,1.0,1.0,,CALZADO PARA HOMBRES,0.38681,95.98,3.5,-3.0,,0.012,-0.011,,8
2024,8,3.0,2.0,1.0,1.0,1.0,ZAPATILLAS PARA HOMBRE,0.27643,96.26,2.6,-3.6,,0.006,-0.01,,8
2024,8,3.0,2.0,1.0,1.0,2.0,ZAPATOS PARA HOMBRE,0.11038,95.27,5.8,-1.4,,0.006,-0.001,,8
2024,8,3.0,2.0,1.0,2.0,,CALZADO PARA MUJERES,0.38362,93.92,1.5,-2.8,,0.005,-0.01,,8
2024,8,3.0,2.0,1.0,2.0,1.0,ZAPATILLAS PARA MUJER,0.19985,97.13,1.8,1.7,,0.003,0.003,,8
2024,8,3.0,2.0,1.0,2.0,2.0,CALZADO DE ESTACIÓN PARA MUJER,0.09881,94.46,5.6,-3.8,,0.005,-0.004,,8
2024,8,3.0,2.0,1.0,2.0,3.0,ZAPATOS PARA MUJER,0.08496,85.75,-4.1,-12.2,,-0.003,-0.01,,8
2024,8,3.0,2.0,1.0,3.0,,CALZADO INFANTIL,0.24053,105.0,4.3,3.6,,0.01,0.009,,8
2024,8,3.0,2.0,1.0,3.0,1.0,ZAPATILLAS INFANTILES,0.19016,108.86,4.8,5.1,,0.009,0.01,,8
2024,8,3.0,2.0,1.0,3.0,2.0,CALZADO DE ESTACIÓN INFANTIL,0.05037,90.4,2.2,-2.6,,0.001,-0.001,,8
2024,8,4.0,,,,,VIVIENDA Y SERVICIOS BÁSICOS,16.76332,108.87,0.4,6.7,,0.071,1.131,,8
2024,8,4.0,1.0,,,,ARRIENDO,7.20402,106.53,0.4,4.3,,0.028,0.315,,8
2024,8,4.0,1.0,1.0,,,ARRIENDO,7.20402,106.53,0.4,4.3,,0.028,0.315,,8
2024,8,4.0,1.0,1.0,1.0,,ARRIENDO,7.20402,106.53,0.4,4.3,,0.028,0.315,,8
2024,8,4.0,1.0,1.0,1.0,1.0,ARRIENDO,7.20402,106.53,0.4,4.3,,0.028,0.315,,8
2024,8,4.0,2.0,,,,CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA,1.88936,105.93,0.8,3.8,,0.015,0.072,,8
2024,8,4.0,2.0,1.0,,,MATERIALES PARA EL MANTENIMIENTO DE LA VIVIENDA,0.78449,104.57,0.7,4.6,,0.006,0.036,,8
2024,8,4.0,2.0,1.0,1.0,,MATERIALES PARA EL MANTENIMIENTO DE LA VIVIENDA,0.78449,104.57,0.7,4.6,,0.006,0.036,,8
2024,8,4.0,2.0,1.0,1.0,1.0,MATERIALES PARA LA REPARACIÓN DE LA VIVIENDA,0.44338,106.95,1.6,6.6,,0.007,0.029,,8
2024,8,4.0,2.0,1.0,1.0,2.0,PINTURAS Y BARNICES,0.15045,100.32,-0.6,1.7,,-0.001,0.003,,8
2024,8,4.0,2.0,1.0,1.0,3.0,GRIFERIA Y ACCESORIOS,0.09858,99.82,-0.7,-0.9,,-0.001,-0.001,,8
2024,8,4.0,2.0,1.0,1.0,4.0,SELLANTES Y PEGAMENTOS,0.09208,105.1,0.3,5.7,,0.0,0.005,,8
2024,8,4.0,2.0,2.0,,,SERVICIOS PARA EL MANTENIMIENTO DE LA VIVIENDA,1.10487,106.9,0.8,3.2,,0.009,0.036,,8
2024,8,4.0,2.0,2.0,1.0,,SERVICIOS PARA EL MANTENIMIENTO DE LA VIVIENDA,1.10487,106.9,0.8,3.2,,0.009,0.036,,8
2024,8,4.0,2.0,2.0,1.0,1.0,SERVICIOS PARA EL MANTENIMIENTO DE LA VIVIENDA,1.03569,107.71,0.8,3.5,,0.009,0.037,,8
2024,8,4.0,2.0,2.0,1.0,2.0,SERVICIOS DE ALARMA PARA LA VIVIENDA,0.06918,94.72,0.0,-1.9,,0.0,-0.001,,8
2024,8,4.0,3.0,,,,SUMINISTRO DE AGUA Y SERVICIOS RELACIONADOS CON LA VIVIENDA,2.96012,105.11,-0.1,3.8,,-0.002,0.113,,8
2024,8,4.0,3.0,1.0,,,SUMINISTRO DE AGUA,1.4934,103.5,0.0,2.8,,0.001,0.041,,8
2024,8,4.0,3.0,1.0,1.0,,SUMINISTRO DE AGUA,1.4934,103.5,0.0,2.8,,0.001,0.041,,8
2024,8,4.0,3.0,1.0,1.0,1.0,SUMINISTRO DE AGUA,1.4934,103.5,0.0,2.8,,0.001,0.041,,8
2024,8,4.0,3.0,2.0,,,SERVICIO DE RETIRO DE BASURA,0.11045,104.99,0.0,1.7,,0.0,0.002,,8
2024,8,4.0,3.0,2.0,1.0,,SERVICIO DE RETIRO DE BASURA,0.11045,104.99,0.0,1.7,,0.0,0.002,,8
2024,8,4.0,3.0,2.0,1.0,1.0,SERVICIO DE RETIRO DE BASURA,0.11045,104.99,0.0,1.7,,0.0,0.002,,8
2024,8,4.0,3.0,3.0,,,GASTOS COMUNES,1.35627,106.89,-0.2,5.2,,-0.002,0.07,,8
2024,8,4.0,3.0,3.0,1.0,,GASTOS COMUNES,1.35627,106.89,-0.2,5.2,,-0.002,0.07,,8
2024,8,4.0,3.0,3.0,1.0,1.0,GASTOS COMUNES,1.35627,106.89,-0.2,5.2,,-0.002,0.07,,8
2024,8,4.0,4.0,,,,"SUMINISTRO DE ELECTRICIDAD, GAS Y OTROS COMBUSTIBLES",4.70982,115.97,0.6,13.2,,0.03,0.63,,8
2024,8,4.0,4.0,1.0,,,SUMINISTRO DE ELECTRICIDAD,2.20959,120.87,0.1,22.3,,0.002,0.483,,8
2024,8,4.0,4.0,1.0,1.0,,SUMINISTRO DE ELECTRICIDAD,2.20959,120.87,0.1,22.3,,0.002,0.483,,8
2024,8,4.0,4.0,1.0,1.0,1.0,SUMINISTRO DE ELECTRICIDAD,2.20959,120.87,0.1,22.3,,0.002,0.483,,8
2024,8,4.0,4.0,2.0,,,GAS,1.99329,113.66,1.5,7.4,,0.031,0.155,,8
2024,8,4.0,4.0,2.0,1.0,,GAS POR RED,0.61726,110.97,0.0,4.8,,0.0,0.031,,8
2024,8,4.0,4.0,2.0,1.0,1.0,GAS POR RED,0.61726,110.97,0.0,4.8,,0.0,0.031,,8
2024,8,4.0,4.0,2.0,2.0,,GAS LICUADO,1.37603,114.86,2.1,8.6,,0.031,0.124,,8
2024,8,4.0,4.0,2.0,2.0,1.0,GAS LICUADO,1.37603,114.86,2.1,8.6,,0.031,0.124,,8
2024,8,4.0,4.0,3.0,,,PARAFINA,0.19404,105.04,-2.5,-5.1,,-0.005,-0.011,,8
2024,8,4.0,4.0,3.0,1.0,,PARAFINA,0.19404,105.04,-2.5,-5.1,,-0.005,-0.011,,8
2024,8,4.0,4.0,3.0,1.0,1.0,PARAFINA,0.19404,105.04,-2.5,-5.1,,-0.005,-0.011,,8
2024,8,4.0,4.0,4.0,,,OTROS COMBUSTIBLES DE USO DOMÉSTICO,0.3129,102.92,0.6,1.0,,0.002,0.003,,8
2024,8,4.0,4.0,4.0,1.0,,OTROS COMBUSTIBLES DE USO DOMÉSTICO,0.3129,102.92,0.6,1.0,,0.002,0.003,,8
2024,8,4.0,4.0,4.0,1.0,1.0,OTROS COMBUSTIBLES DE USO DOMÉSTICO,0.3129,102.92,0.6,1.0,,0.002,0.003,,8
2024,8,5.0,,,,,EQUIPAMIENTO Y MANTENCIÓN DEL HOGAR,6.18583,101.14,-0.1,2.2,,-0.004,0.133,,8
2024,8,5.0,1.0,,,,MUEBLES Y ARTÍCULOS PARA EL HOGAR,1.09351,95.66,-2.3,-0.6,,-0.023,-0.006,,8
2024,8,5.0,1.0,1.0,,,MUEBLES Y ARTÍCULOS PARA EL HOGAR,1.07218,95.53,-2.3,-0.6,,-0.023,-0.006,,8
2024,8,5.0,1.0,1.0,1.0,,MUEBLES PARA EL HOGAR,0.95227,95.1,-1.9,-1.4,,-0.017,-0.012,,8
2024,8,5.0,1.0,1.0,1.0,1.0,CAMAS,0.29902,93.47,-1.1,-0.2,,-0.003,-0.001,,8
2024,8,5.0,1.0,1.0,1.0,2.0,MUEBLES PARA LIVING,0.29349,96.49,-1.6,-2.3,,-0.004,-0.006,,8
2024,8,5.0,1.0,1.0,1.0,3.0,MUEBLES PARA COCINA,0.13524,99.8,3.4,4.9,,0.004,0.006,,8
2024,8,5.0,1.0,1.0,1.0,4.0,MUEBLES PARA COMEDOR,0.11506,97.69,-8.0,-2.4,,-0.009,-0.003,,8
2024,8,5.0,1.0,1.0,1.0,5.0,COLCHONES,0.07208,85.41,-6.8,-10.7,,-0.004,-0.007,,8
2024,8,5.0,1.0,1.0,1.0,6.0,MUEBLES PARA ESCRITORIO,0.03738,91.09,-1.4,-4.6,,0.0,-0.002,,8
2024,8,5.0,1.0,1.0,2.0,,MUEBLES PARA JARDÍN Y EXTERIORES,0.02552,107.22,-0.5,13.9,,0.0,0.003,,8
2024,8,5.0,1.0,1.0,2.0,1.0,MUEBLES PARA JARDÍN Y EXTERIORES,0.02552,107.22,-0.5,13.9,,0.0,0.003,,8
2024,8,5.0,1.0,1.0,3.0,,ARTÍCULOS ORNAMENTALES,0.09439,96.67,-6.4,3.0,,-0.006,0.003,,8
2024,8,5.0,1.0,1.0,3.0,1.0,ARTÍCULOS ORNAMENTALES,0.09439,96.67,-6.4,3.0,,-0.006,0.003,,8
2024,8,5.0,1.0,2.0,,,REPARACIÓN DE MUEBLES,0.02133,102.23,0.0,1.3,,0.0,0.0,,8
2024,8,5.0,1.0,2.0,1.0,,REPARACIÓN DE MUEBLES,0.02133,102.23,0.0,1.3,,0.0,0.0,,8
2024,8,5.0,1.0,2.0,1.0,1.0,REPARACIÓN DE MUEBLES,0.02133,102.23,0.0,1.3,,0.0,0.0,,8
2024,8,5.0,2.0,,,,TEXTILES PARA EL HOGAR,0.28002,96.46,-1.8,-0.3,,-0.005,-0.001,,8
2024,8,5.0,2.0,1.0,,,TEXTILES PARA EL HOGAR,0.28002,96.46,-1.8,-0.3,,-0.005,-0.001,,8
2024,8,5.0,2.0,1.0,1.0,,TEXTILES PARA LIVING Y COMEDOR,0.05311,101.44,-1.0,1.7,,-0.001,0.001,,8
2024,8,5.0,2.0,1.0,1.0,1.0,TEXTILES PARA LIVING Y COMEDOR,0.05311,101.44,-1.0,1.7,,-0.001,0.001,,8
2024,8,5.0,2.0,1.0,2.0,,TEXTILES PARA CAMA,0.14606,93.4,-2.9,-1.7,,-0.004,-0.002,,8
2024,8,5.0,2.0,1.0,2.0,1.0,TEXTILES PARA CAMA,0.14606,93.4,-2.9,-1.7,,-0.004,-0.002,,8
2024,8,5.0,2.0,1.0,3.0,,TEXTILES PARA BAÑO Y COCINA,0.08085,98.72,-0.5,0.9,,0.0,0.001,,8
2024,8,5.0,2.0,1.0,3.0,1.0,TEXTILES PARA BAÑO Y COCINA,0.08085,98.72,-0.5,0.9,,0.0,0.001,,8
2024,8,5.0,3.0,,,,ARTEFACTOS PARA EL HOGAR,1.25024,104.02,0.1,6.3,,0.002,0.077,,8
2024,8,5.0,3.0,1.0,,,GRANDES ARTEFACTOS ELÉCTRICOS O NO PARA EL HOGAR,0.89939,106.13,0.5,8.9,,0.005,0.077,,8
2024,8,5.0,3.0,1.0,1.0,,LÍNEA BLANCA,0.48005,113.04,0.8,12.3,,0.004,0.059,,8
2024,8,5.0,3.0,1.0,1.0,1.0,REFRIGERADORES,0.30881,120.43,1.3,16.9,,0.005,0.053,,8
2024,8,5.0,3.0,1.0,1.0,2.0,COCINAS,0.09,95.54,-0.6,0.3,,0.0,0.0,,8
2024,8,5.0,3.0,1.0,1.0,3.0,HORNOS ELÉCTRICOS Y MICROONDAS,0.08124,104.36,0.3,6.8,,0.0,0.005,,8
2024,8,5.0,3.0,1.0,2.0,,LAVADORAS,0.22099,99.01,0.6,5.8,,0.001,0.012,,8
2024,8,5.0,3.0,1.0,2.0,1.0,LAVADORAS,0.22099,99.01,0.6,5.8,,0.001,0.012,,8
2024,8,5.0,3.0,1.0,3.0,,ARTÍCULOS PARA CALEFACCIÓN DEL HOGAR Y CALEFÓN,0.13026,96.81,-1.0,4.8,,-0.001,0.006,,8
2024,8,5.0,3.0,1.0,3.0,1.0,ARTÍCULOS PARA CALEFACCIÓN DEL HOGAR,0.08928,97.08,-0.9,7.3,,-0.001,0.006,,8
2024,8,5.0,3.0,1.0,3.0,2.0,CALEFÓN,0.04098,96.22,-1.1,-0.2,,0.0,0.0,,8
2024,8,5.0,3.0,1.0,4.0,,ASPIRADORAS,0.03154,95.05,-0.5,-2.0,,0.0,-0.001,,8
2024,8,5.0,3.0,1.0,4.0,1.0,ASPIRADORAS,0.03154,95.05,-0.5,-2.0,,0.0,-0.001,,8
2024,8,5.0,3.0,1.0,5.0,,OTROS ARTEFACTOS GRANDES PARA EL HOGAR,0.03655,101.2,0.8,3.8,,0.0,0.001,,8
