Año,Trimestre,Trim_año,mes_año,Población en edad de trabajar (Total) - nota,Población en edad de trabajar (Total) - en miles,Fuerza de trabajo (Total) - nota,Fuerza de trabajo (Total) - en miles,Población ocupada (Total) - nota,Población ocupada (Total) - en miles,Población desocupada (Total) - nota,Población desocupada (Total) - en miles,Población desocupada (Cesantes) - nota,Población desocupada (Cesantes) - en miles,Población desocupada (Buscan trabajo por primera vez) - nota,Población desocupada (Buscan trabajo por primera vez) - en miles,Fuera de la fuerza de trabajo (Total) - nota,Fuera de la fuerza de trabajo (Total) - en miles,Fuera de la fuerza de trabajo (Iniciadores) - nota,Fuera de la fuerza de trabajo (Iniciadores) - en miles,Fuera de la fuerza de trabajo (Inactivos potencialmente activos) - nota,Fuera de la fuerza de trabajo (Inactivos potencialmente activos) - en miles,Fuera de la fuerza de trabajo (Inactivos habituales) - nota,Fuera de la fuerza de trabajo (Inactivos habituales) - en miles,Tasa de desocupación [1] - nota,Tasa de desocupación [1] - tasa (%),Tasa de ocupación [2] - nota,Tasa de ocupación [2] - tasa (%),Tasa de participación [3] - nota,Tasa de participación [3] - tasa (%)
2012,Feb - Abr,2012_Feb - Abr,01/marzo/2012,,13651.321000218342,,8419.956553935335,,7850.458117215892,,569.4984367194434,,495.42006835839965,,74.07836836104374,,5231.364446283007,,49.41923937379153,,839.0563491434273,,4342.888857765788,,6.763674290614601,,57.50694835386502,,61.67869434614177
2012,Mar - May,2012_Mar - May,01/abril/2012,,13668.447000299839,,8422.983154710359,,7838.273192749971,,584.7099619603873,,523.2840593920971,a,61.42590256829022,,5245.463845589482,,40.91776887539404,,821.9093078502599,,4382.636768863828,,6.941839384225787,,57.34574814957416,,61.62355646201494
2012,Abr - Jun,2012_Abr - Jun,01/mayo/2012,,13685.792000328165,,8388.369992164893,,7819.530112665534,,568.8398794993604,,511.5701228719844,a,57.26975662737612,,5297.42200816327,,45.108173087502294,,871.8584362485292,,4380.455398827239,,6.781292194200803,,57.13611687564764,,61.2925433322657
2012,May - Jul,2012_May - Jul,01/junio/2012,,13702.811001488377,,8367.12044454288,,7809.454632959994,,557.6658115828849,,509.5160843331887,,48.149727249696106,,5335.690556945497,,47.021771177957255,,889.5135164846519,,4399.155269282887,,6.664966941483437,,56.99162479955204,,61.061343133420266
2012,Jun - Ago,2012_Jun - Ago,01/julio/2012,,13719.163015883709,,8356.256595702556,,7809.8886925380175,,546.3679031645395,,499.3990098281324,,46.9688933364071,,5362.906420181152,,50.80763636416719,,910.3510226857362,,4401.747761131248,,6.538428983206723,,56.92685977632834,,60.909376075113975
2012,Jul - Sep,2012_Jul - Sep,01/agosto/2012,,13734.65401660895,,8428.348241225964,,7874.075164002465,,554.2730772234995,,503.639724624894,,50.63335259860558,,5306.305775382987,,45.15654652947814,,885.9407657799195,,4375.20846307359,,6.576295394539566,,57.329985556829854,,61.36556647902296
2012,Ago - Oct,2012_Ago - Oct,01/septiembre/2012,,13750.410016471229,,8455.491782540725,,7889.402245015344,,566.0895375253812,,513.4077897414384,,52.6817477839428,,5294.918233930505,,40.68424618888843,,870.7195209722228,,4383.514466769394,,6.694933329534634,,57.37575996326547,,61.49265201846439
2012,Sep - Nov,2012_Sep - Nov,01/octubre/2012,,13766.030000748218,,8462.804602251439,,7924.593581777048,,538.2110204743906,,480.91989677054147,,57.29112370384908,,5303.225398496781,,41.50871546461441,,845.6708108981146,,4416.045872134052,,6.359724060404341,,57.56629602976548,,61.47599999267372
2012,Oct - Dic,2012_Oct - Dic,01/noviembre/2012,,13781.86700075425,,8480.115052081928,,7952.257088144648,,527.8579639372797,,458.73750510420257,,69.12045883307708,,5301.751948672322,,45.005652783034456,,841.1808069143003,,4415.565488974988,,6.224655687987238,,57.700869466447756,,61.530959859196365
2012,Nov - Ene,2012_Nov - Ene,01/diciciembre/2012,,13797.331000717595,,8520.01638694507,,7998.629758840392,,521.3866281046782,,433.5983736269495,,87.78825447772871,,5277.314613772524,,64.52683479332994,,852.0351494148111,,4360.752629564383,,6.11954959269305,,57.97229738435924,,61.75119221610286
2013,Dic - Feb,2013_Dic - Feb,01/enero/2013,,13813.21500098005,,8535.721794247984,,7993.296994482488,,542.4247997654951,,458.0412811863792,,84.38351857911591,,5277.493206732066,,71.90625871338383,,867.2296372690912,,4338.357310749591,,6.354761938598117,,57.86702801567457,,61.7938821168162
2013,Ene - Mar,2013_Ene - Mar,01/febrero/2013,,13828.718000996703,,8539.439533151977,,7990.6858485859875,,548.7536845659889,,473.16973411915404,,75.58395044683492,,5289.278467844726,,75.62261736825909,,845.9451621259077,,4367.710688350559,,6.426108908384523,,57.78327280959854,,61.75149086514381
2013,Feb - Abr,2013_Feb - Abr,01/marzo/2013,,13844.59000296037,,8580.121558733334,,8019.066548437733,,561.055010295599,,503.8829799655525,,57.17203033004644,,5264.468444227039,,60.75271103350771,,784.3382513546607,,4419.37748183887,,6.539010041466435,,57.922022585883916,,61.97454425807234
2013,Mar - May,2013_Mar - May,01/abril/2013,,13860.181002108793,,8579.472934496709,,8018.2693896362325,,561.203544860476,,498.75298941269705,,62.4505554477789,,5280.708067612087,,53.816910427382524,,769.8243106418779,,4457.066846542826,,6.541235681319828,,57.85111600213786,,61.90015074977276
2013,Abr - Jun,2013_Abr - Jun,01/mayo/2013,,13875.9290045052,,8538.822339004166,,8004.245891722084,,534.5764472820828,,480.46170127023726,,54.11474601184549,,5337.106665501033,,49.372410451894446,,767.9806106467026,,4519.753644402435,,6.260540693535817,,57.684396404185165,,61.53694167959352
2013,May - Jul,2013_May - Jul,01/junio/2013,,13891.495001383368,,8486.063189406008,,7986.815194783084,,499.2479946229238,,451.3782516506529,,47.86974297227087,,5405.43181197736,,47.96260674873577,,813.1443841429201,,4544.324821085704,,5.883151980840591,,57.49428116979293,,61.08819236922256
2013,Jun - Ago,2013_Jun - Ago,01/julio/2013,,13907.448000397344,,8506.095098259395,,8008.576777586913,,497.51832067248233,,455.80073633802755,,41.71758433445483,,5401.352902137948,,42.064274286733784,,831.7310619078863,,4527.557565943328,,5.848962595942404,,57.58480475611416,,61.162156407245746
2013,Jul - Sep,2013_Jul - Sep,01/agosto/2013,,13923.09700031947,,8509.54415365329,,8010.842600078292,,498.70155357499755,,460.1827124089304,,38.51884116606707,,5413.552846666183,,44.02987702737582,,865.8362540168154,,4503.686715621991,,5.860496691363856,,57.53635559598902,,61.11818479364207
2013,Ago - Oct,2013_Ago - Oct,01/septiembre/2013,,13938.841000415223,,8537.825466784641,,8029.597367545407,,508.2280992392333,,462.6042734288597,,45.62382581037359,,5401.015533630582,a,49.62769203636475,,853.1521098369208,,4498.235731757296,,5.952664425109557,,57.60591836370194,,61.25204718620658
2013,Sep - Nov,2013_Sep - Nov,01/octubre/2013,,13954.615001220047,,8569.727962700175,,8067.127396998905,,502.60056570126994,,454.804694998487,,47.79587070278298,,5384.887038519871,a,48.29989530523619,,835.0077735669469,,4501.5793696476885,,5.864836875672645,,57.80974535158153,,61.41142526648659
2013,Oct - Dic,2013_Oct - Dic,01/noviembre/2013,,13970.560001351412,,8649.478733347261,,8149.389056275679,,500.08967707158166,,436.38754540616173,,63.702131665419934,,5321.081268004152,a,48.96811388937023,,812.3831778786865,,4459.729976236094,,5.781731968928167,,58.33258692197997,,61.91218342364638
2013,Nov - Ene,2013_Nov - Ene,01/diciciembre/2013,,13986.09900052424,,8713.968656573426,,8170.960610282519,,543.0080462909067,,454.09965068059125,,88.90839561031552,,5272.130343950814,,42.31998718262942,,815.8235007488937,,4413.98685601929,,6.231466599105631,,58.42201324312267,,62.30449717427855
2014,Dic - Feb,2014_Dic - Feb,01/enero/2014,,14002.110000437233,,8743.658371524029,,8202.88979307263,,540.7685784513984,,452.8654666808125,,87.90311177058581,,5258.451628913204,,51.45933515053465,,833.4815873538471,,4373.5107064088215,,6.184694729297182,,58.58324061742469,,62.44529125432522
2014,Ene - Mar,2014_Ene - Mar,01/febrero/2014,,14017.656000384623,,8722.868808157415,,8156.195997111541,,566.672811045874,,485.7521507849102,,80.9206602609638,,5294.787192227208,,58.084407811704274,,813.0872619823122,,4423.6155224331915,,6.496404147634725,,58.18516303216278,,62.22772771651746
2014,Feb - Abr,2014_Feb - Abr,01/marzo/2014,,14033.560000028538,,8716.887559058829,,8181.3091599605405,,535.5783990982878,,481.7242023125132,,53.854196785774555,,5316.672440969709,,58.5136105998679,,772.1858595172451,,4485.972970852596,,6.144147156535248,,58.29817352078804,,62.11458503074845
2014,Mar - May,2014_Mar - May,01/abril/2014,,14049.294000000122,,8706.597402537243,,8155.971029421337,,550.6263731159062,,496.8610761723726,,53.76529694353362,,5342.696597462877,,57.06795313570693,,760.3239867594089,,4525.304657567762,,6.3242429580520705,,58.05253295589989,,61.97177881349175
2014,Abr - Jun,2014_Abr - Jun,01/mayo/2014,,14065.04400000043,,8686.615530466259,,8120.436531327254,,566.1789991390043,,520.0969201101136,,46.082079028890675,,5378.428469534169,,49.27172366992245,,777.4467761995434,,4551.709969664703,,6.517831912247811,,57.734881819971605,,61.760315363862304
2014,May - Jul,2014_May - Jul,01/junio/2014,,14080.765000000465,,8655.76416099222,,8084.992528859695,,570.7716321325247,,526.920372916115,,43.851259216409716,,5425.000839008246,,54.032123197014094,,812.892307385268,,4558.076408425964,,6.594121807347124,,57.41870224280732,,61.47225779985629
2014,Jun - Ago,2014_Jun - Ago,01/julio/2014,,14096.529000000508,,8633.943161307197,,8044.5489513190605,,589.3942099881375,,543.5007257331214,,45.89348425501615,,5462.5858386933105,,49.99397457873172,,824.1269546520689,,4588.464909462509,,6.826477763132528,,57.06758700186953,,61.24871705160104
2014,Jul - Sep,2014_Jul - Sep,01/agosto/2014,,14112.050000000567,,8675.21353797473,,8088.721395556251,,586.4921424184778,,540.0817774733716,,46.41036494510619,,5436.836462025837,,51.356301084327,,843.6422019600041,,4541.837958981507,,6.760549925960638,,57.31783401813292,,61.473801028017775
2014,Ago - Oct,2014_Ago - Oct,01/septiembre/2014,,14127.638000001712,,8709.617220481638,,8137.946665645916,,571.6705548357215,,520.135554621325,,51.53500021439644,,5418.020779520075,,44.70053126917449,,809.4213992878216,,4563.898848963078,,6.563670255121824,,57.603023701803025,,61.649493145850585
2014,Sep - Nov,2014_Sep - Nov,01/octubre/2014,,14143.196000000993,,8751.59171289018,,8207.691839743442,,543.899873146737,,495.0199310841216,,48.879942062615434,,5391.604287110812,,43.55899553341496,,777.6538287597256,,4570.391462817672,,6.214868003332803,,58.032794283151176,,61.8784588213977
2014,Oct - Dic,2014_Oct - Dic,01/noviembre/2014,,14158.92500000155,,8795.429279167221,,8249.62039959332,,545.8088795739017,,482.117328789473,,63.691550784428635,,5363.49572083433,,44.29181395446155,,769.3961768861559,,4549.807729993713,,6.205596819096708,,58.264454396025236,,62.11932953360695
2014,Nov - Ene,2014_Nov - Ene,01/diciciembre/2014,,14174.3180000006,,8807.578660528925,,8259.157929598527,,548.4207309303981,,481.9047923407535,,66.51593858964458,,5366.7393394716755,,52.97357760670277,,796.5794235097762,,4517.186338355196,,6.226691262924964,,58.26846786983456,,62.137583342835626
2015,Dic - Feb,2015_Dic - Feb,01/enero/2015,,14190.084000001138,,8810.699146001976,,8263.091077420167,,547.6080685818094,,481.9899051512919,,65.61816343051743,,5379.384853999161,,65.55425365685173,,802.7850584408304,,4511.04554190148,,6.215262370300058,,58.23144582808322,,62.090535517628155
2015,Ene - Mar,2015_Ene - Mar,01/febrero/2015,,14205.568000000414,,8779.034305445997,,8232.200162684692,,546.8341427613052,,490.7054962076904,,56.1286465536148,,5426.533694554417,,73.69926099390186,,774.7522148433775,,4578.082218717137,,6.228864402797486,,57.95051744980878,,61.79995270478267
2015,Feb - Abr,2015_Feb - Abr,01/marzo/2015,,14221.204000001931,,8788.86130563087,,8230.255212579306,,558.6060930515634,,501.8636559626146,,56.742437088948925,,5432.34269437106,,67.17640680049351,,759.937073072717,,4605.22921449785,,6.355841486469632,,57.873125317506094,,61.801105628114726
2015,Mar - May,2015_Mar - May,01/abril/2015,,14236.737000000434,,8806.35599742324,,8211.794088983348,,594.5619084398912,,534.4193820397145,,60.14252640017664,,5430.381002577194,,55.745526165856596,,753.1073133445713,,4621.528163066766,,6.751508894415141,,57.68031037577711,,61.85656163644079
2015,Abr - Jun,2015_Abr - Jun,01/mayo/2015,,14252.333000000282,,8802.77850122997,,8215.6134511849,,587.1650500450713,,529.1245001348318,,58.040549910239434,,5449.554498770313,,54.502139412461574,,782.2923768800524,,4612.759982477799,,6.67022406576548,,57.64399029397318,,61.76377229769887
2015,May - Jul,2015_May - Jul,01/junio/2015,,14267.926000000572,,8810.3822194139,,8220.82614419522,,589.5560752186781,,537.4744486760279,,52.08162654265012,,5457.543780586674,,50.55310731144343,,836.0927189263974,,4570.897954348833,,6.691606113518849,,57.61752720188548,,61.749564859066034
2015,Jun - Ago,2015_Jun - Ago,01/julio/2015,,14283.926000000378,,8829.119225372051,,8250.061202042705,,579.0580233293458,,534.5182772277863,,44.53974610155962,,5454.806774628327,,55.565417873006844,,865.654201189659,,4533.587155565661,,6.558502706196549,,57.7576585179907,,61.81157215020448
2015,Jul - Sep,2015_Jul - Sep,01/agosto/2015,,14300.293000000394,,8883.365959786574,,8302.038516664466,,581.3274431221063,,536.4526548013079,,44.874788320798494,,5416.927040213823,,49.12715001964202,,869.3368630320753,,4498.4630271621045,,6.54399971535196,,58.05502388422556,,62.12016746640315
2015,Ago - Oct,2015_Ago - Oct,01/septiembre/2015,,14317.039000000614,,8884.710204640422,,8312.069401188983,,572.6408034514393,,526.8135251698759,,45.82727828156326,,5432.32879536019,,65.90761610823353,,821.0590997395639,,4545.3620795123925,,6.445238958411418,,58.057182083450556,,62.05689741181848
2015,Sep - Nov,2015_Sep - Nov,01/octubre/2015,,14333.482000000473,,8909.433282326354,,8359.291568252766,,550.1417140735874,,501.30388438567365,,48.83782968791374,,5424.048717674122,,65.18033451903285,,792.0945314719033,,4566.773851683184,,6.174822759657495,,58.32003394745596,,62.15819214288656
2015,Oct - Dic,2015_Oct - Dic,01/noviembre/2015,,14350.092000000514,,8954.113876451487,,8428.469854872856,,525.6440215786308,,468.55041930171905,,57.09360227691175,,5395.978123549027,,73.1408913223162,,777.6757619605744,,4545.161470266137,,5.870419215473987,,58.73460501070345,,62.39760606727236
2015,Nov - Ene,2015_Nov - Ene,01/diciciembre/2015,,14366.762000001005,,8983.669904843893,,8452.06698899604,,531.6029158478525,,464.85454312622255,,66.74837272162998,,5383.0920951571115,,89.12549389820353,,833.2408131486317,,4460.725788110277,,5.917435986391466,,58.830702346119814,,62.530930106890224
2016,Dic - Feb,2016_Dic - Feb,01/enero/2016,,14383.314000000417,,8958.796397756001,,8417.133469896493,,541.6629278595072,,473.05764379730067,,68.60528406220661,,5424.5176022444175,,103.47348004427418,,846.0046259476172,,4475.039496252525,,6.046157360995311,,58.52012595912354,,62.286037819627246
2016,Ene - Mar,2016_Ene - Mar,01/febrero/2016,,14399.681000000392,,8940.879366635214,,8360.571675024119,,580.3076916110966,,520.9593934820111,,59.34829812908549,,5458.801633365177,,99.04425490586678,,832.4869047463102,,4527.270473713,,6.490499064070115,,58.06081172925908,,62.090815530114675
2016,Feb - Abr,2016_Feb - Abr,01/marzo/2016,,14416.479000003172,,8968.626275517134,,8376.229156757188,,592.3971187599456,,534.9860094795289,,57.411109280416674,,5447.852724486037,,71.00472976680052,,755.3659235956378,,4621.482071123599,,6.605215788476899,,58.101767822471395,,62.21093427538833
2016,Mar - May,2016_Mar - May,01/abril/2016,,14432.861000002391,,8981.454807359421,,8350.310722759787,,631.1440845996364,,572.0983341030255,,59.045750496610935,,5451.406192642969,,57.75090051151454,,757.599843348967,,4636.055448782487,,7.027192121286138,,57.85624016443034,,62.22920602753628
2016,Abr - Jun,2016_Abr - Jun,01/mayo/2016,,14449.46400000498,,8966.706261413217,,8337.421001700062,,629.2852597131534,,566.4037850114604,,62.88147470169306,,5482.757738591763,,55.430716117370636,,754.0052601329093,,4673.321762341484,,7.018020233596607,,57.70055554792336,,62.05563238477306
2016,May - Jul,2016_May - Jul,01/junio/2016,,14466.036000053853,,8989.506845915828,,8336.22893309527,,653.2779128205583,,595.0895410775731,,58.1883717429852,,5476.529154138025,,53.3407420027799,,749.2162588032368,,4673.972153332008,,7.267116250290859,,57.62621448656865,,62.14215729784139
2016,Jun - Ago,2016_Jun - Ago,01/julio/2016,,14485.091000018725,,8967.220941823141,,8333.199644525483,,634.021297297658,,581.8723216888856,,52.148975608772375,,5517.870058195584,,48.181891014598364,,761.328658049059,,4708.359509131926,,7.070432427292841,,57.52949459906541,,61.90655579458596
2016,Jul - Sep,2016_Jul - Sep,01/agosto/2016,,14506.329000021453,,9011.989083886587,,8378.381375950104,,633.6077079364823,,584.2635279337421,,49.344180002740146,,5494.339916134865,,47.42130760548342,,766.6982465814319,,4680.22036194795,,7.03071987813846,,57.75673070656067,,62.124532566945504
2016,Ago - Oct,2016_Ago - Oct,01/septiembre/2016,,14527.620000014373,,8994.637847309106,,8393.72172581695,,600.9161214921569,,556.888696150162,,44.02742534199475,,5532.982152705266,,53.325087957901644,,787.512653846377,,4692.144410900988,,6.680826195486356,,57.77767952223864,,61.91404956421085
2016,Sep - Nov,2016_Sep - Nov,01/octubre/2016,,14548.817000021523,,9046.370504783743,,8467.096743340697,,579.2737614430467,,528.2923336808948,,50.981427762151846,,5502.446495237778,,61.27034808357501,,742.816614768542,,4698.3595323856625,,6.403383115214277,,58.19783658924413,,62.179423280740686
2016,Oct - Dic,2016_Oct - Dic,01/noviembre/2016,,14570.045000059185,,9062.630724252847,,8500.710215149504,,561.9205091033452,,502.7707592430341,,59.14974986031107,,5507.414275806334,,65.430237886885,,746.5359137366924,,4695.448124182758,,6.200412730042818,,58.343747154624246,,62.200430569816604
2016,Nov - Ene,2016_Nov - Ene,01/diciciembre/2016,,14591.337000037702,,9115.128280327423,,8534.552022825948,,580.5762575014737,,505.8912610491323,,74.6849964523415,,5476.208719710279,,69.21094007004174,,780.3744237968671,,4626.6233558433705,,6.3693701245488015,,58.4905414959842,,62.46945211603207
2017,Dic - Feb,2017_Dic - Feb,01/enero/2017,,14612.643000021946,,9102.029777780677,,8485.699612245155,,616.330165535523,,535.0648768887874,,81.26528864673567,,5510.613222241267,,78.43467635943784,,805.3746426780499,,4626.803903203779,,6.77134859567336,,58.07094317046144,,62.28873023016445
